_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
616,2025,M4V,CAT,DOMESTIC SH
617,2023,M6K,CAT,DOMESTIC MH
618,2024,M4E,CAT,BURMESE
619,2024,M9W,DOG,SHIH TZU
620,2024,M4R,DOG,YORKSHIRE TERR
621,2023,M6S,DOG,MALTESE
622,2023,M9A,DOG,CHIHUAHUA SH
623,2024,M1T,CAT,DOMESTIC MH
624,2023,M4R,CAT,DOMESTIC SH
625,2023,M1B,DOG,YORKSHIRE TERR
626,2023,M9R,CAT,DOMESTIC SH
627,2024,M5A,DOG,AMER ESKIMO
628,2023,M4J,CAT,DOMESTIC SH
629,2023,M4V,CAT,DOMESTIC SH
630,2024,M9P,DOG,MALTESE
631,2025,M4V,CAT,DOMESTIC MH
632,2024,M6K,DOG,YORKSHIRE TERR
633,2024,M4V,DOG,CHIHUAHUA SH
634,2023,M1P,CAT,DOMESTIC LH
635,2023,M6G,CAT,SIAMESE
636,2023,M1N,CAT,DOMESTIC LH
637,2024,M2L,DOG,LHASA APSO
638,2023,M5M,CAT,DOMESTIC SH
639,2024,M4C,CAT,DOMESTIC SH
640,2023,M1L,CAT,DOMESTIC SH
641,2023,M6S,DOG,YORKSHIRE TERR
642,2024,M9A,DOG,SCOT TERRIER
643,2023,M6L,DOG,AMER ESKIMO
644,2024,M4S,DOG,SCHNAUZER MIN
645,2023,M1R,DOG,CHIHUAHUA SH
646,2023,M3K,CAT,DOMESTIC SH
647,2023,M5M,CAT,DOMESTIC SH
648,2023,M3M,CAT,SIAMESE
649,2023,M4W,DOG,LABRADOR RETR
650,2025,M5M,CAT,DOMESTIC SH
651,2024,M6P,CAT,DOMESTIC SH
652,2023,M4S,DOG,MALTESE
653,2023,M4N,CAT,DOMESTIC SHORT
654,2023,M6J,CAT,DOMESTIC LH
655,2023,M2N,CAT,DOMESTIC SH
656,2025,M4A,DOG,HAVANESE
657,2023,M5N,DOG,POODLE MIN
658,2023,M4E,DOG,DACHSHUND WH
659,2023,M9R,CAT,DOMESTIC SH
660,2024,M1V,DOG,MALTESE
661,2024,M4K,CAT,MAINE COON
662,2023,M4E,CAT,OCICAT
663,2023,M4L,DOG,GOLDEN RETR
664,2024,M6P,CAT,DOMESTIC SH
665,2024,M6S,CAT,DOMESTIC SH
666,2024,M5A,CAT,DOMESTIC SH
667,2023,M1V,DOG,MALTESE
668,2024,M4L,CAT,SIAMESE
669,2024,M9W,DOG,DACHSHUND
670,2023,M1E,CAT,DOMESTIC SH
671,2025,M9C,CAT,DOMESTIC SH
672,2023,M9C,CAT,DOMESTIC SH
673,2024,M1E,CAT,DOMESTIC SH
674,2024,M9A,DOG,SHIH TZU
675,2025,M3A,CAT,DOMESTIC SH
676,2025,M1S,DOG,SHIH TZU
677,2023,M4G,CAT,DOMESTIC SH
678,2023,M5M,DOG,YORKSHIRE TERR
679,2023,M1W,DOG,SHIH TZU
680,2023,M6M,CAT,DOMESTIC SH
681,2023,M1J,CAT,DOMESTIC LH
682,2023,M1H,CAT,DOMESTIC SH
683,2024,M1K,CAT,DOMESTIC MH
684,2023,M8W,DOG,SHIH TZU
685,2024,M1J,CAT,DOMESTIC MH
686,2023,M1L,CAT,DOMESTIC SH
687,2024,M4C,CAT,DOMESTIC SH
688,2025,M1B,CAT,DOMESTIC SH
689,2023,M9C,DOG,YORKSHIRE TERR
690,2024,M1V,DOG,CHIHUAHUA SH
691,2023,M6N,DOG,MIN PINSCHER
692,2023,M1V,DOG,PARSON RUSS TER
693,2023,M5N,CAT,DOMESTIC MH
694,2023,M4J,CAT,DOMESTIC SH
695,2024,M1E,DOG,POODLE MIN
696,2025,M9B,CAT,DOMESTIC MH
697,2025,M4G,CAT,DOMESTIC SH
698,2023,M4A,CAT,DOMESTIC SH
699,2023,M4A,CAT,DOMESTIC SH
700,2023,M1H,DOG,YORKSHIRE TERR
701,2023,M9W,DOG,SHIH TZU
702,2023,M1B,DOG,POODLE MIN
703,2023,M4L,CAT,DOMESTIC SH
704,2023,M9C,DOG,SHIH TZU
705,2023,M2K,CAT,DOMESTIC SH
706,2023,M2K,CAT,DOMESTIC SH
707,2023,M1G,DOG,BOSTON TERRIER
708,2023,M1S,CAT,RAGDOLL
709,2024,M6C,DOG,VIZSLA
710,2023,M1M,CAT,DOMESTIC SH
711,2025,M4S,CAT,DOMESTIC SH
712,2023,M6S,CAT,DOMESTIC LH
713,2023,M1C,DOG,BICHON FRISE
714,2023,M1S,CAT,DOMESTIC SH
715,2023,M6G,CAT,DOMESTIC SH
716,2023,M6J,CAT,DOMESTIC SH
717,2025,M3J,DOG,COCKER SPAN
718,2023,M5A,DOG,AUST SHEPHERD
719,2024,M2H,DOG,AMER ESKIMO
720,2024,M1E,DOG,BEARDED COLLIE
721,2023,M5P,CAT,DOMESTIC LH
722,2023,M9N,CAT,HIMALAYAN
723,2023,M1K,CAT,DOMESTIC SH
724,2023,M6S,CAT,DOMESTIC SH
725,2023,M1K,CAT,DOMESTIC SH
726,2024,M3B,DOG,WEST HIGHLAND
727,2024,M6H,DOG,LABRADOR RETR
728,2023,M2H,DOG,AUST SHEPHERD
729,2023,M1H,CAT,DOMESTIC SH
730,2025,M3C,DOG,SHIH TZU
731,2023,M1B,CAT,DOMESTIC MH
732,2023,M6G,CAT,DOMESTIC SH
733,2023,M8Y,DOG,POMERANIAN
734,2023,M1N,CAT,DOMESTIC SH
735,2023,M4C,CAT,DOMESTIC SH
736,2023,M2J,CAT,DOMESTIC SH
737,2025,M6P,CAT,DOMESTIC SH
738,2024,M4C,CAT,DOMESTIC SH
739,2023,M6H,CAT,DOMESTIC SH
740,2024,M1N,DOG,WEST HIGHLAND
741,2023,M6G,CAT,DOMESTIC SH
742,2023,M3A,CAT,DOMESTIC SH
743,2023,M6G,CAT,DOMESTIC SH
744,2025,M1G,DOG,PARSON RUSS TER
745,2023,M4N,CAT,DOMESTIC SH
746,2023,M6J,CAT,DOMESTIC SH
747,2024,M6J,CAT,DOMESTIC SH
748,2024,M6M,CAT,DOMESTIC SH
749,2025,M6G,CAT,DOMESTIC SH
750,2023,M4W,DOG,SHIH TZU
751,2024,M5V,DOG,LABRADOR RETR
752,2024,M4N,DOG,COCKER SPAN
753,2023,M1J,CAT,DOMESTIC SH
754,2023,M1J,CAT,DOMESTIC SH
755,2023,M5M,DOG,GOLDEN RETR
756,2023,M9B,DOG,POODLE MIN
757,2023,M6P,CAT,DOMESTIC SH
758,2025,M9B,CAT,DOMESTIC SH
759,2023,M1C,CAT,DOMESTIC SH
760,2023,M6H,CAT,DOMESTIC SH
761,2023,M6H,CAT,DOMESTIC SH
762,2023,M4S,DOG,LABRADOR RETR
763,2023,M9C,DOG,COCKER SPAN
764,2023,M6N,CAT,DOMESTIC SH
765,2024,M9C,DOG,POODLE TOY
766,2023,M6H,CAT,DOMESTIC SH
767,2023,M4E,CAT,DOMESTIC SH
768,2023,M6K,DOG,CHIHUAHUA SH
769,2023,M6N,CAT,DOMESTIC SH
770,2025,M4K,CAT,DOMESTIC SH
771,2024,M4S,DOG,BEAGLE
772,2023,M6H,DOG,YORKSHIRE TERR
773,2023,M8V,CAT,DOMESTIC LH
774,2023,M9A,CAT,BURMESE
775,2023,M6N,DOG,MIN PINSCHER
776,2023,M6H,DOG,POMERANIAN
777,2024,M1C,CAT,DOMESTIC SH
778,2023,M1C,DOG,PAPILLON
779,2023,M3M,CAT,DOMESTIC LH
780,2025,M9R,CAT,DOMESTIC LH
781,2025,M3C,CAT,BURMESE
782,2024,M3A,DOG,NORW BUHUND
783,2025,M4E,CAT,DOMESTIC SH
784,2024,M6S,DOG,MALTESE
785,2023,M5A,DOG,LHASA APSO
786,2024,M6G,CAT,SIAMESE
787,2024,M9C,CAT,DOMESTIC SH
788,2024,M1C,CAT,DOMESTIC SH
789,2023,M1J,DOG,WEST HIGHLAND
790,2025,M6G,CAT,DOMESTIC SH
791,2023,M5V,DOG,SHIH TZU
792,2024,M9B,CAT,DOMESTIC SH
793,2023,M9B,CAT,DOMESTIC SH
794,2024,M9B,CAT,DOMESTIC SH
795,2023,M6H,CAT,DOMESTIC MH
796,2023,M6H,CAT,ABYSSINIAN
797,2025,M9C,DOG,SC WHEAT TERR
798,2025,M3M,DOG,YORKSHIRE TERR
799,2023,M4N,CAT,MAINE COON
800,2025,M8Y,CAT,DOMESTIC SH
801,2023,M5P,DOG,COCKER SPAN
802,2023,M1E,CAT,DOMESTIC SH
803,2024,M3J,CAT,PERSIAN
804,2023,M6H,CAT,DOMESTIC SH
805,2025,M1B,DOG,BICHON FRISE
806,2024,M6A,DOG,CHIHUAHUA SH
807,2023,M9C,CAT,DOMESTIC SH
808,2024,M9C,CAT,DOMESTIC SH
809,2023,M1M,DOG,DACHSHUND
810,2023,M1P,CAT,DOMESTIC SH
811,2023,M9C,DOG,MALTESE
812,2024,M1L,CAT,DOMESTIC SH
813,2023,M6G,DOG,GREAT PYRENEES
814,2023,M6H,DOG,SCHNAUZER MIN
815,2023,M8V,DOG,GOLDEN RETR
816,2025,M5R,DOG,BICHON FRISE
817,2023,M3H,DOG,HAVANESE
818,2023,M6H,CAT,DOMESTIC SH
819,2023,M1H,DOG,MALTESE
820,2023,M4E,CAT,DOMESTIC SH
821,2023,M9A,DOG,POODLE STND
822,2023,M9B,CAT,DOMESTIC SH
823,2023,M9C,CAT,DOMESTIC SH
824,2023,M8V,DOG,YORKSHIRE TERR
825,2023,M8V,CAT,DOMESTIC SH
826,2023,M6R,CAT,DOMESTIC SH
827,2023,M6H,CAT,DOMESTIC SH
828,2023,M6H,CAT,DOMESTIC SH
829,2023,M4B,CAT,DOMESTIC SH
830,2024,M1C,CAT,DOMESTIC SH
831,2025,M4J,CAT,DOMESTIC SH
832,2023,M6S,CAT,DOMESTIC LH
833,2025,M5R,DOG,POMERANIAN
834,2023,M1N,CAT,DOMESTIC LH
835,2023,M6J,DOG,YORKSHIRE TERR
836,2025,M4M,CAT,DOMESTIC SH
837,2023,M6C,DOG,BEAGLE
838,2023,M5V,CAT,SPHYNX
839,2024,M1N,DOG,PEKINGESE
840,2025,M9P,CAT,DOMESTIC SH
841,2025,M9P,CAT,DOMESTIC SH
842,2023,M6H,CAT,DOMESTIC SH
843,2023,M1K,CAT,DOMESTIC SH
844,2023,M1K,CAT,DOMESTIC MH
845,2023,M4E,DOG,POODLE STND
846,2024,M1E,DOG,BASSET HOUND
847,2023,M4S,DOG,LABRADOR RETR
848,2023,M5R,DOG,GOLDEN RETR
849,2023,M6E,DOG,WEST HIGHLAND
850,2025,M5R,DOG,COTON DE TULEAR
851,2025,M4G,CAT,DOMESTIC SH
852,2024,M8Z,CAT,DOMESTIC SH
853,2024,M9N,CAT,DOMESTIC SH
854,2024,M9P,DOG,YORKSHIRE TERR
855,2023,M1R,DOG,CHIHUAHUA SH
856,2025,M1H,CAT,DOMESTIC SH
857,2023,M1H,CAT,DOMESTIC LH
858,2023,M4J,CAT,DOMESTIC SH
859,2023,M1E,CAT,DOMESTIC SH
860,2023,M1N,CAT,DOMESTIC SH
861,2025,M1L,DOG,GOLDEN RETR
862,2023,M6S,CAT,DOMESTIC SH
863,2023,M1K,CAT,DOMESTIC MH
864,2023,M1L,CAT,DOMESTIC SH
865,2024,M9B,DOG,SHIH TZU
866,2023,M1S,DOG,POODLE TOY
867,2024,M1S,CAT,DOMESTIC SH
868,2023,M9W,DOG,SHIH TZU
869,2023,M1E,DOG,CHINESE CRESTED
870,2023,M6G,CAT,DOMESTIC SH
871,2024,M9A,DOG,PEKINGESE
872,2023,M9C,DOG,BICHON FRISE
873,2024,M9N,DOG,CHIHUAHUA SH
874,2025,M9N,CAT,DOMESTIC MH
875,2024,M1M,DOG,MIN PINSCHER
876,2025,M1S,DOG,POODLE MIN
877,2025,M4X,CAT,DOMESTIC SH
878,2025,M6E,DOG,CANE CORSO
879,2024,M1L,DOG,POMERANIAN
880,2023,M6H,DOG,PARSON RUSS TER
881,2025,M1G,CAT,DOMESTIC SH
882,2024,M1E,DOG,YORKSHIRE TERR
883,2025,M2J,DOG,YORKSHIRE TERR
884,2024,M6K,DOG,COTON DE TULEAR
885,2023,M8V,CAT,DOMESTIC MH
886,2025,M6C,CAT,DOMESTIC SH
887,2024,M6H,DOG,BICHON FRISE
888,2024,M3C,DOG,POODLE TOY
889,2023,M6E,CAT,DOMESTIC MH
890,2023,M6K,CAT,DOMESTIC SH
891,2024,M8V,DOG,DACHSHUND
892,2023,M9N,DOG,AUST SHEPHERD
893,2024,M3C,DOG,SHIH TZU
894,2024,M1K,CAT,DOMESTIC SH
895,2023,M9C,CAT,DOMESTIC SH
896,2023,M2P,DOG,PARSON RUSS TER
897,2023,M1E,CAT,DOMESTIC SH
898,2023,M2K,DOG,BICHON FRISE
899,2023,M5M,DOG,SHIH TZU
900,2025,M9P,CAT,DOMESTIC MH
901,2024,M1H,CAT,DOMESTIC LH
902,2023,M1J,CAT,DOMESTIC SH
903,2024,M1L,DOG,GERM SHEPHERD
904,2024,M9B,CAT,DOMESTIC SH
905,2023,M2N,CAT,DOMESTIC MH
906,2023,M4C,CAT,DOMESTIC SH
907,2023,M1P,CAT,DOMESTIC SH
908,2024,M9W,DOG,SHIH TZU
909,2023,M2H,CAT,DOMESTIC SH
910,2024,M6P,DOG,SHIH TZU
911,2023,M4B,CAT,DOMESTIC SH
912,2023,M4B,CAT,DOMESTIC LH
913,2023,M4B,CAT,DOMESTIC SH
914,2024,M2M,CAT,RAGDOLL
915,2023,M1S,CAT,DOMESTIC SH
916,2025,M8Z,CAT,DOMESTIC SH
917,2023,M8Z,CAT,DOMESTIC SH
918,2023,M6P,CAT,DOMESTIC MH
919,2025,M4E,CAT,DOMESTIC SH
920,2024,M4L,CAT,DOMESTIC SH
921,2024,M6S,DOG,POODLE MIN
922,2024,M1L,DOG,TOY FOX TERRIER
923,2023,M8X,DOG,COCKER SPAN
924,2023,M4M,CAT,DOMESTIC SH
925,2023,M4J,DOG,BORDER COLLIE
926,2023,M1E,DOG,PARSON RUSS TER
927,2023,M6M,DOG,CHIHUAHUA SH
928,2023,M9W,DOG,SHIH TZU
929,2025,M4J,CAT,DOMESTIC SH
930,2024,M5M,DOG,TIBETAN SPAN
931,2024,M4L,DOG,CHIHUAHUA SH
932,2023,M9B,CAT,DOMESTIC MH
933,2023,M9B,CAT,DOMESTIC MH
934,2023,M6K,CAT,DOMESTIC SH
935,2023,M6K,CAT,DOMESTIC SH
936,2025,M6J,CAT,DOMESTIC SH
937,2023,M2M,DOG,ENG BULLDOG
938,2023,M8X,DOG,SCHNAUZER MIN
939,2023,M4X,DOG,PEKINGESE
940,2023,M1V,DOG,CHINESE SHARPEI
941,2023,M6M,DOG,AUST SHEPHERD
942,2023,M1B,DOG,SHIH TZU
943,2023,M6G,DOG,SHIH TZU
944,2024,M5A,CAT,DOMESTIC SH
945,2024,M3A,CAT,DOMESTIC SH
946,2023,M6R,DOG,LABRADOR RETR
947,2023,M5R,CAT,DOMESTIC SH
948,2023,M5M,DOG,COCKER SPAN
949,2024,M4W,DOG,POODLE MIN
950,2024,M4N,CAT,DOMESTIC SH
951,2023,M4N,CAT,DOMESTIC SH
952,2024,M9B,CAT,DOMESTIC SH
953,2024,M9B,CAT,DOMESTIC SH
954,2023,M2N,CAT,SIAMESE
955,2023,M1K,DOG,YORKSHIRE TERR
956,2023,M9C,DOG,COCKER SPAN
957,2024,M6H,DOG,COCKER SPAN
958,2023,M8Y,DOG,WHIPPET
959,2023,M4G,DOG,HAVANESE
960,2023,M4G,DOG,HAVANESE
961,2023,M4L,DOG,PARSON RUSS TER
962,2023,M1V,DOG,COTON DE TULEAR
963,2023,M4B,CAT,DOMESTIC SH
964,2023,M4L,DOG,WELSH TERRIER
965,2023,M1T,CAT,DOMESTIC SH
966,2024,M1X,DOG,SHIH TZU
967,2023,M6H,CAT,DOMESTIC SH
968,2023,M5M,CAT,DOMESTIC LH
969,2023,M4B,DOG,BULLDOG
970,2023,M1M,CAT,DOMESTIC SH
971,2024,M1P,CAT,DOMESTIC SH
972,2025,M2K,CAT,DOMESTIC SH
973,2023,M4N,DOG,COTON DE TULEAR
974,2025,M1L,CAT,DOMESTIC SH
975,2023,M6H,CAT,DOMESTIC SH
976,2023,M6H,CAT,DOMESTIC MH
977,2025,M6E,CAT,DOMESTIC MH
978,2023,M9B,DOG,PAPILLON
979,2024,M4M,CAT,DOMESTIC SH
980,2023,M6G,DOG,GOLDEN RETR
981,2023,M6J,CAT,DOMESTIC SH
982,2025,M6G,CAT,DOMESTIC SH
983,2023,M6R,DOG,BOXER
984,2023,M4W,CAT,RAGDOLL
985,2023,M6H,CAT,DOMESTIC SH
986,2023,M8X,CAT,DOMESTIC SH
987,2023,M1M,DOG,GERM SHEPHERD
988,2023,M4R,DOG,SHIH TZU
989,2023,M4L,DOG,COTON DE TULEAR
990,2023,M1C,DOG,POMERANIAN
991,2025,M2R,CAT,DOMESTIC SH
992,2023,M2N,CAT,DOMESTIC SH
993,2025,M5M,CAT,DOMESTIC MH
994,2023,M6H,CAT,DOMESTIC SH
995,2023,M6H,CAT,DOMESTIC SH
996,2023,M1M,DOG,BRUSS GRIFFON
997,2023,M4T,DOG,NS DUCK TOLLING
998,2023,M4S,CAT,DOMESTIC SH
999,2025,M5V,DOG,WEST HIGHLAND
1000,2024,M9B,CAT,DOMESTIC SH
1001,2023,M3C,CAT,DOMESTIC SH
1002,2023,M5M,DOG,PUG
1003,2023,M6C,DOG,CHIHUAHUA SH
1004,2024,M4B,DOG,POMERANIAN
1005,2025,M9C,DOG,YORKSHIRE TERR
1006,2023,M4N,DOG,COCKER SPAN
1007,2023,M1P,CAT,DOMESTIC SH
1008,2023,M1P,CAT,DOMESTIC SH
1009,2023,M1V,DOG,BICHON FRISE
1010,2024,M2R,DOG,SHIH TZU
1011,2025,M6G,CAT,DOMESTIC SH
1012,2023,M6H,DOG,YORKSHIRE TERR
1013,2023,M9P,CAT,DOMESTIC SH
1014,2023,M6J,DOG,POODLE MIN
1015,2023,M1G,DOG,AMER BULLDOG
1016,2024,M5R,DOG,AUST SHEPHERD
1017,2023,M5P,DOG,MALTESE
1018,2023,M4V,CAT,DOMESTIC SH
1019,2023,M5A,CAT,SIAMESE
1020,2023,M4L,CAT,DOMESTIC SH
1021,2023,M8V,DOG,SCHNAUZER MIN
1022,2024,M2J,DOG,PUG
1023,2023,M6M,DOG,DACHSHUND
1024,2023,M2N,DOG,COCKER SPAN
1025,2023,M6A,CAT,DOMESTIC SH
1026,2023,M6A,CAT,DOMESTIC SH
1027,2025,M4K,CAT,DOMESTIC SH
1028,2023,M4K,CAT,DOMESTIC SH
1029,2023,M2J,DOG,SHIH TZU
1030,2024,M2R,CAT,DOMESTIC MH
1031,2024,M2H,DOG,PARSON RUSS TER
1032,2023,M4K,DOG,POODLE MIN
1033,2023,M1N,CAT,DOMESTIC LH
1034,2023,M1T,DOG,PEKINGESE
1035,2023,M3H,DOG,GOLDEN RETR
1036,2023,M4K,DOG,POODLE TOY
1037,2023,M6C,DOG,CHIHUAHUA SH
1038,2023,M8Y,DOG,YORKSHIRE TERR
1039,2023,M3K,CAT,DOMESTIC SH
1040,2023,M4S,DOG,PARSON RUSS TER
1041,2023,M6E,DOG,COCKER SPAN
1042,2023,M1X,CAT,DOMESTIC SH
1043,2024,M1X,CAT,DOMESTIC SH
1044,2023,M1X,CAT,DOMESTIC SH
1045,2023,M1X,CAT,DOMESTIC SH
1046,2023,M6G,CAT,DOMESTIC SH
1047,2023,M6G,CAT,DOMESTIC SH
1048,2023,M6A,CAT,DOMESTIC SH
1049,2023,M1W,CAT,DOMESTIC SH
1050,2023,M4S,CAT,DOMESTIC LH
1051,2023,M4S,CAT,DOMESTIC SH
1052,2023,M4K,CAT,DOMESTIC SH
1053,2023,M1W,DOG,COTON DE TULEAR
1054,2023,M3A,CAT,DOMESTIC LH
1055,2023,M5B,CAT,DOMESTIC SH
1056,2023,M6N,DOG,SHIH TZU
1057,2023,M4C,CAT,DOMESTIC SH
1058,2025,M6S,CAT,DOMESTIC SH
1059,2023,M9R,CAT,DOMESTIC SH
1060,2023,M3B,CAT,DOMESTIC SH
1061,2023,M4L,CAT,DOMESTIC SH
1062,2023,M4T,DOG,POODLE MIN
1063,2024,M4M,DOG,POMERANIAN
1064,2023,M2N,CAT,DOMESTIC LH
1065,2023,M1C,CAT,DOMESTIC SH
1066,2023,M1V,DOG,SHIH TZU
1067,2023,M1V,DOG,SHIH TZU
1068,2023,M4H,CAT,DOMESTIC SH
1069,2023,M1W,CAT,DOMESTIC LH
1070,2024,M9A,CAT,DOMESTIC SH
1071,2024,M4T,DOG,MALTESE
1072,2023,M2P,CAT,DOMESTIC SH
1073,2023,M2P,CAT,DOMESTIC LH
1074,2024,M6G,CAT,SIAMESE
1075,2024,M5T,CAT,RAGDOLL
1076,2023,M5T,CAT,RAGDOLL
1077,2023,M1N,DOG,SHIH TZU
1078,2023,M1X,CAT,DOMESTIC SH
1079,2025,M1X,CAT,DOMESTIC SH
1080,2024,M5A,CAT,DOMESTIC MH
1081,2023,M8Z,CAT,DOMESTIC SH
1082,2024,M9N,CAT,DOMESTIC SH
1083,2024,M8Y,DOG,COCKER SPAN
1084,2023,M6K,CAT,DOMESTIC MH
1085,2023,M1B,DOG,YORKSHIRE TERR
1086,2023,M3B,CAT,MAINE COON
1087,2024,M3A,CAT,DOMESTIC SH
1088,2023,M1P,DOG,COCKER SPAN
1089,2025,M1S,CAT,DOMESTIC SH
1090,2023,M4J,CAT,DOMESTIC SH
1091,2023,M8Y,CAT,DOMESTIC SH
1092,2023,M4K,CAT,DOMESTIC SH
1093,2023,M4E,CAT,DOMESTIC SH
1094,2024,M5T,CAT,DOMESTIC SH
1095,2023,M4L,DOG,PUG
1096,2024,M6P,CAT,DOMESTIC MH
1097,2023,M6P,CAT,DOMESTIC MH
1098,2024,M4L,CAT,SIAMESE
1099,2025,M4W,CAT,DOMESTIC SH
1100,2024,M9A,CAT,DOMESTIC SH
1101,2024,M4W,DOG,POODLE TOY
1102,2023,M9M,CAT,DOMESTIC SH
1103,2023,M5M,DOG,COCKER SPAN
1104,2025,M5R,CAT,DOMESTIC MH
1105,2023,M6M,DOG,BOSTON TERRIER
1106,2023,M4T,CAT,DOMESTIC SH
1107,2024,M4X,DOG,COTON DE TULEAR
1108,2023,M1E,DOG,BEAGLE
1109,2025,M2K,CAT,DOMESTIC LH
1110,2025,M9C,CAT,DOMESTIC SH
1111,2024,M1S,DOG,SHIH TZU
1112,2024,M4X,CAT,DOMESTIC SH
1113,2025,M6E,CAT,DOMESTIC LH
1114,2023,M4X,CAT,DOMESTIC SH
1115,2024,M6G,DOG,SHIH TZU
1116,2025,M6N,DOG,SHIH TZU
1117,2023,M6P,CAT,DOMESTIC SH
1118,2025,M1M,CAT,DOMESTIC SH
1119,2023,M6G,CAT,DOMESTIC LH
1120,2023,M4J,CAT,DOMESTIC SH
1121,2023,M5P,DOG,GOLDEN RETR
1122,2023,M5E,DOG,SHIBA INU
1123,2023,M5E,DOG,SHIBA INU
1124,2023,M4E,CAT,DOMESTIC SH
1125,2023,M9A,CAT,DOMESTIC MH
1126,2024,M4N,DOG,BORDER TERRIER
1127,2024,M6G,CAT,DOMESTIC SH
1128,2023,M4T,DOG,COTON DE TULEAR
1129,2023,M1T,CAT,DOMESTIC SH
1130,2025,M6B,CAT,DOMESTIC SH
1131,2023,M1N,DOG,NS DUCK TOLLING
1132,2023,M4G,CAT,DOMESTIC SH
1133,2023,M4X,CAT,DOMESTIC LH
1134,2023,M1C,CAT,DOMESTIC SH
1135,2023,M6P,CAT,DOMESTIC SH
1136,2023,M4J,CAT,DOMESTIC SH
1137,2023,M5B,DOG,COCKER SPAN
1138,2025,M6R,CAT,DOMESTIC LH
1139,2024,M2R,DOG,PAPILLON
1140,2023,M4E,DOG,CHOW CHOW
1141,2025,M6P,CAT,DOMESTIC SH
1142,2025,M6J,CAT,DOMESTIC SH
1143,2023,M6G,CAT,DOMESTIC SH
1144,2023,M6J,DOG,SHIH TZU
1145,2024,M4J,CAT,DOMESTIC SH
1146,2023,M2R,CAT,DOMESTIC SH
1147,2023,M2N,CAT,DOMESTIC LH
1148,2024,M9P,CAT,DOMESTIC SH
1149,2025,M5N,CAT,DOMESTIC SH
1150,2024,M5N,CAT,DOMESTIC SH
1151,2023,M3A,CAT,DOMESTIC SH
1152,2023,M1E,DOG,COCKER SPAN
1153,2023,M8Y,DOG,POODLE MIN
1154,2023,M3A,CAT,DOMESTIC SH
1155,2024,M3A,CAT,DOMESTIC SH
1156,2024,M6G,CAT,DOMESTIC MH
1157,2024,M1T,DOG,SHIH TZU
1158,2023,M4C,DOG,AUST SHEPHERD
1159,2024,M6J,CAT,DOMESTIC MH
1160,2023,M6J,CAT,TURKISH ANGORA
1161,2025,M5J,DOG,SHIH TZU
1162,2023,M6J,CAT,SIAMESE
1163,2023,M6J,CAT,DOMESTIC LH
1164,2025,M1E,CAT,DOMESTIC SH
1165,2023,M6G,CAT,DOMESTIC LH
1166,2023,M4J,CAT,DOMESTIC SH
1167,2023,M4C,CAT,DOMESTIC SH
1168,2023,M6G,CAT,DOMESTIC SH
1169,2023,M4E,DOG,NORWICH TERRIER
1170,2024,M1X,DOG,SHIH TZU
1171,2023,M5N,DOG,COTON DE TULEAR
1172,2023,M1C,DOG,HAVANESE
1173,2023,M3M,DOG,COCKER SPAN
1174,2023,M6P,CAT,DOMESTIC SH
1175,2023,M6G,CAT,DOMESTIC SH
1176,2024,M2H,CAT,DOMESTIC SH
1177,2023,M1V,CAT,DOMESTIC LH
1178,2024,M2J,DOG,SHIH TZU
1179,2023,M4J,DOG,PARSON RUSS TER
1180,2024,M6M,CAT,DOMESTIC SH
1181,2023,M6M,CAT,DOMESTIC SH
1182,2023,M6M,CAT,DOMESTIC SH
1183,2023,M4C,DOG,MALTESE
1184,2024,M6S,CAT,DOMESTIC LH
1185,2023,M4V,DOG,GERM SHEPHERD
1186,2023,M8Z,CAT,DOMESTIC SH
1187,2024,M9W,CAT,DOMESTIC SH
1188,2023,M9W,CAT,DOMESTIC SH
1189,2023,M5P,DOG,COCKER SPAN
1190,2023,M6R,CAT,DOMESTIC SH
1191,2025,M9N,CAT,DOMESTIC SH
1192,2023,M1J,CAT,DOMESTIC MH
1193,2024,M1J,CAT,DOMESTIC SH
1194,2023,M8W,CAT,DOMESTIC SH
1195,2023,M6R,CAT,DOMESTIC SH
1196,2024,M6S,CAT,DOMESTIC MH
1197,2024,M9B,CAT,DOMESTIC SH
1198,2024,M9C,CAT,DOMESTIC SH
1199,2024,M9C,DOG,CHIHUAHUA SH
1200,2023,M9N,DOG,BEAGLE
1201,2023,M6B,DOG,SHIH TZU
1202,2023,M2M,CAT,DOMESTIC LH
1203,2023,M3C,CAT,DOMESTIC SH
1204,2023,M3L,DOG,SHIH TZU
1205,2024,M6S,CAT,DOMESTIC SH
1206,2023,M1P,CAT,DOMESTIC SH
1207,2023,M9A,DOG,SCHNAUZER GIANT
1208,2025,M1L,DOG,DACHSHUND
1209,2024,M1T,DOG,WEST HIGHLAND
1210,2023,M4E,CAT,DOMESTIC SH
1211,2024,M1G,CAT,DOMESTIC SH
1212,2023,M9N,CAT,DOMESTIC SH
1213,2023,M4L,DOG,YORKSHIRE TERR
1214,2023,M9W,CAT,DOMESTIC SH
1215,2023,M3N,CAT,DOMESTIC LH
1216,2025,M1P,CAT,HIMALAYAN
1217,2023,M1W,DOG,YORKSHIRE TERR
1218,2024,M4M,CAT,DOMESTIC SH
1219,2025,M1J,CAT,DOMESTIC SH
1220,2023,M2M,DOG,POODLE MIN
1221,2023,M2H,CAT,DOMESTIC SH
1222,2023,M4T,DOG,COTON DE TULEAR
